"d" "date" "P" "ETpot" "Qobs" "fXG" "fXS" "hSmin" "Gobs" "ETact" "Q" "fVG" "fGS" "fQS" "dSM" "dSMeq" "dG" "hS" "hQ" "W"
1320768000 20111108160000 0 0 0.0055 0 0 0 0 0 0.0135 -0.0492 0.0129 0 217.85 217.84 1182.5 114.17 0 0.3273
1320771600 20111108170000 0 0 0.0055 0 0 0 0 0 0.0134 -0.0496 0.0129 0 217.86 217.85 1182.55 114.12 0 0.3273
1320775200 20111108180000 0 0 0.0055 0 0 0 0 0 0.0134 -0.0494 0.0129 0 217.87 217.86 1182.6 114.06 0 0.3272
1320778800 20111108190000 0 0 0.0055 0 0 0 0 0 0.0134 -0.0495 0.0129 0 217.89 217.88 1182.65 114.01 0 0.3272
1320782400 20111108200000 0 0 0.0055 0 0 0 0 0 0.0134 -0.0494 0.0129 0 217.9 217.89 1182.7 113.96 0 0.3271
1320786000 20111108210000 0 0 0.0055 0 0 0 0 0 0.0134 -0.0494 0.0129 0 217.91 217.9 1182.75 113.91 0 0.3271
1320789600 20111108220000 0 0 0.0055 0 0 0 0 0 0.0134 -0.0494 0.0129 0 217.93 217.91 1182.8 113.86 0 0.327
1320793200 20111108230000 0 0 0.0055 0 0 0 0 0 0.0134 -0.0494 0.0129 0 217.94 217.93 1182.85 113.81 0 0.327
1320796800 20111109000000 0 0 0.0055 0 0 0 0 0 0.0134 -0.0494 0.0129 0 217.95 217.94 1182.9 113.77 0 0.3269
1320800400 20111109010000 0 0 0.0055 0 0 0 0 0 0.0134 -0.0494 0.0129 0 217.96 217.95 1182.95 113.72 0 0.3269
1320804000 20111109020000 0 0 0.0055 0 0 0 0 0 0.0134 -0.0494 0.0129 0 217.98 217.97 1183 113.67 0 0.3268
1320807600 20111109030000 0 0 0.0055 0 0 0 0 0 0.0133 -0.0494 0.0129 0 217.99 217.98 1183.05 113.63 0 0.3267
1320811200 20111109040000 0 0 0.0055 0 0 0 0 0 0.0133 -0.0494 0.0129 0 218 217.99 1183.1 113.58 0 0.3267
1320814800 20111109050000 0 0 0.0055 0 0 0 0 0 0.0133 -0.0494 0.0129 0 218.02 218.01 1183.15 113.54 0 0.3266
1320818400 20111109060000 0 0.0012 0.0055 0 0 0 0 0.0012 0.0133 -0.0494 0.0129 0 218.03 218.02 1183.2 113.5 0 0.3266
1320822000 20111109070000 0 0.0062 0.0055 0 0 0 0 0.006 0.0133 -0.055 0.0129 0 218.05 218.03 1183.26 113.45 0 0.3265
1320825600 20111109080000 0 0.0309 0.0055 0 0 0 0 0.0301 0.0133 -0.0768 0.0129 0 218.09 218.05 1183.33 113.37 0 0.3263
1320829200 20111109090000 0 0.058 0.0055 0 0 0 0 0.0565 0.0133 -0.1865 0.0129 0 218.16 218.1 1183.52 113.28 0 0.326
1320832800 20111109100000 0 0.0963 0.0055 0 0 0 0 0.0939 0.0133 -0.2841 0.0129 0 218.27 218.18 1183.81 113.14 0 0.3256
1320836400 20111109110000 0 0.1383 0.005 0 0 0 0 0.1348 0.0132 -0.4372 0.0128 0 218.42 218.29 1184.25 112.96 0 0.325
1320840000 20111109120000 0 0.1247 0.005 0 0 0 0 0.1215 0.0132 -0.5928 0.0128 0 218.55 218.45 1184.85 112.8 0 0.3244
1320843600 20111109130000 0 0.0914 0.005 0 0 0 0 0.0891 0.0132 -0.4875 0.0128 0 218.65 218.58 1185.34 112.67 0 0.324
1320847200 20111109140000 0 0.0444 0.005 0 0 0 0 0.0433 0.0131 -0.3595 0.0127 0 218.71 218.67 1185.71 112.58 0 0.3238
1320850800 20111109150000 0 0.0086 0.005 0 0 0 0 0.0084 0.0131 -0.1735 0.0127 0 218.73 218.72 1185.88 112.53 0 0.3237
1320854400 20111109160000 0 0 0.0055 0 0 0 0 0 0.0131 -0.0555 0.0127 0 218.74 218.73 1185.94 112.48 0 0.3236
1320858000 20111109170000 0 0 0.0055 0 0 0 0 0 0.0131 -0.0466 0.0127 0 218.76 218.75 1185.98 112.44 0 0.3236
1320861600 20111109180000 0 0 0.0055 0 0 0 0 0 0.0131 -0.049 0.0127 0 218.77 218.76 1186.03 112.4 0 0.3235
1320865200 20111109190000 0 0 0.0055 0 0 0 0 0 0.0131 -0.0483 0.0127 0 218.78 218.77 1186.08 112.35 0 0.3235
1320868800 20111109200000 0 0 0.0055 0 0 0 0 0 0.0131 -0.0485 0.0127 0 218.79 218.78 1186.13 112.31 0 0.3234
1320872400 20111109210000 0 0 0.005 0 0 0 0 0 0.0131 -0.0484 0.0127 0 218.81 218.8 1186.18 112.27 0 0.3234
1320876000 20111109220000 0 0 0.005 0 0 0 0 0 0.0131 -0.0484 0.0127 0 218.82 218.81 1186.23 112.23 0 0.3233
1320879600 20111109230000 0 0 0.005 0 0 0 0 0 0.013 -0.0484 0.0126 0 218.83 218.82 1186.28 112.19 0 0.3233
1320883200 20111110000000 0 0 0.005 0 0 0 0 0 0.013 -0.0484 0.0126 0 218.85 218.84 1186.33 112.15 0 0.3232
1320886800 20111110010000 0 0 0.005 0 0 0 0 0 0.013 -0.0484 0.0126 0 218.86 218.85 1186.38 112.11 0 0.3232
1320890400 20111110020000 0 0 0.005 0 0 0 0 0 0.013 -0.0484 0.0126 0 218.87 218.86 1186.42 112.07 0 0.3231
1320894000 20111110030000 0 0 0.005 0 0 0 0 0 0.013 -0.0484 0.0126 0 218.88 218.87 1186.47 112.04 0 0.3231
1320897600 20111110040000 0 0 0.005 0 0 0 0 0 0.013 -0.0484 0.0126 0 218.9 218.89 1186.52 112 0 0.323
1320901200 20111110050000 0 0 0.005 0 0 0 0 0 0.013 -0.0484 0.0126 0 218.91 218.9 1186.57 111.96 0 0.3229
1320904800 20111110060000 0 0.0015 0.005 0 0 0 0 0.0015 0.013 -0.0484 0.0126 0 218.92 218.91 1186.62 111.93 0 0.3229
1320908400 20111110070000 0 0.0131 0.005 0 0 0 0 0.0128 0.013 -0.0554 0.0126 0 218.95 218.93 1186.68 111.88 0 0.3228
1320912000 20111110080000 0 0.032 0.005 0 0 0 0 0.0312 0.013 -0.1077 0.0126 0 218.99 218.96 1186.78 111.81 0 0.3226
1320915600 20111110090000 0 0.0495 0.005 0 0 0 0 0.0482 0.013 -0.1821 0.0126 0 219.05 219 1186.97 111.73 0 0.3224
1320919200 20111110100000 0 0.0539 0.005 0 0 0 0 0.0525 0.0129 -0.244 0.0126 0 219.12 219.07 1187.21 111.64 0 0.3221
1320922800 20111110110000 0 0.0568 0.005 0 0 0 0 0.0553 0.0129 -0.248 0.0126 0 219.19 219.13 1187.47 111.55 0 0.3218
1320926400 20111110120000 0 0.0451 0.005 0 0 0 0 0.0439 0.0129 -0.2604 0.0126 0 219.24 219.2 1187.73 111.47 0 0.3216
1320930000 20111110130000 0 0.0306 0.005 0 0 0 0 0.0298 0.0129 -0.2023 0.0125 0 219.29 219.26 1187.93 111.4 0 0.3214
1320933600 20111110140000 0 0.0146 0.005 0 0 0 0 0.0142 0.0129 -0.1499 0.0125 0 219.31 219.29 1188.08 111.35 0 0.3213
1320937200 20111110150000 0 0.0029 0.005 0 0 0 0 0.0028 0.0129 -0.089 0.0125 0 219.33 219.32 1188.17 111.31 0 0.3212
1320940800 20111110160000 0 0 0.005 0 0 0 0 0 0.0129 -0.0505 0.0125 0 219.34 219.33 1188.22 111.28 0 0.3212
1320944400 20111110170000 0 0 0.005 0 0 0 0 0 0.0129 -0.0472 0.0125 0 219.35 219.34 1188.27 111.24 0 0.3211
1320948000 20111110180000 0 0 0.005 0 0 0 0 0 0.0128 -0.048 0.0125 0 219.37 219.36 1188.32 111.21 0 0.3211
1320951600 20111110190000 0 0 0.005 0 0 0 0 0 0.0128 -0.0478 0.0125 0 219.38 219.37 1188.37 111.17 0 0.321
1320955200 20111110200000 0 0 0.005 0 0 0 0 0 0.0128 -0.0478 0.0125 0 219.39 219.38 1188.42 111.14 0 0.321
1320958800 20111110210000 0 0 0.005 0 0 0 0 0 0.0128 -0.0478 0.0125 0 219.4 219.39 1188.47 111.11 0 0.3209
1320962400 20111110220000 0 0 0.005 0 0 0 0 0 0.0128 -0.0478 0.0125 0 219.42 219.41 1188.51 111.07 0 0.3209
1320966000 20111110230000 0 0 0.005 0 0 0 0 0 0.0128 -0.0478 0.0125 0 219.43 219.42 1188.56 111.04 0 0.3208
1320969600 20111111000000 0 0 0.005 0 0 0 0 0 0.0128 -0.0478 0.0125 0 219.44 219.43 1188.61 111.01 0 0.3208
1320973200 20111111010000 0 0 0.005 0 0 0 0 0 0.0128 -0.0478 0.0125 0 219.45 219.44 1188.66 110.98 0 0.3207
1320976800 20111111020000 0 0 0.005 0 0 0 0 0 0.0128 -0.0478 0.0125 0 219.47 219.46 1188.71 110.95 0 0.3206
1320980400 20111111030000 0 0 0.005 0 0 0 0 0 0.0128 -0.0477 0.0125 0 219.48 219.47 1188.76 110.92 0 0.3206
1320984000 20111111040000 0 0 0.005 0 0 0 0 0 0.0128 -0.0477 0.0125 0 219.49 219.48 1188.8 110.88 0 0.3205
1320987600 20111111050000 0 0 0.005 0 0 0 0 0 0.0128 -0.0477 0.0125 0 219.51 219.5 1188.85 110.85 0 0.3205
1320991200 20111111060000 0 0 0.005 0 0 0 0 0 0.0128 -0.0477 0.0125 0 219.52 219.51 1188.9 110.82 0 0.3204
1320994800 20111111070000 0 0.0085 0.005 0 0 0 0 0.0083 0.0128 -0.0477 0.0125 0 219.54 219.52 1188.95 110.79 0 0.3204
1320998400 20111111080000 0 0.0241 0.005 0 0 0 0 0.0235 0.0128 -0.0874 0.0125 0 219.57 219.54 1189.04 110.73 0 0.3202
1321002000 20111111090000 0 0.0439 0.005 0 0 0 0 0.0428 0.0127 -0.1497 0.0125 0 219.63 219.58 1189.19 110.66 0 0.32
1321005600 20111111100000 0 0.0567 0.005 0 0 0 0 0.0552 0.0127 -0.2255 0.0124 0 219.7 219.64 1189.42 110.57 0 0.3197
1321009200 20111111110000 0 0.0737 0.005 0 0 0 0 0.0718 0.0127 -0.265 0.0124 0 219.78 219.71 1189.68 110.47 0 0.3194
1321012800 20111111120000 0 0.1204 0.005 0 0 0 0 0.1172 0.0127 -0.3338 0.0124 0 219.91 219.8 1190.02 110.32 0 0.3188
1321016400 20111111130000 0 0.1091 0.005 0 0 0 0 0.1062 0.0127 -0.5335 0.0124 0 220.03 219.94 1190.56 110.19 0 0.3183
1321020000 20111111140000 0 0.0538 0.005 0 0 0 0 0.0524 0.0126 -0.4271 0.0123 0 220.1 220.05 1190.99 110.1 0 0.3181
1321023600 20111111150000 0 0.0099 0.005 0 0 0 0 0.0096 0.0126 -0.1969 0.0123 0 220.12 220.11 1191.19 110.06 0 0.318
1321027200 20111111160000 0 0 0.005 0 0 0 0 0 0.0126 -0.0532 0.0123 0 220.13 220.12 1191.24 110.03 0 0.3179
1321030800 20111111170000 0 0 0.005 0 0 0 0 0 0.0126 -0.0453 0.0123 0 220.14 220.13 1191.29 109.99 0 0.3179
1321034400 20111111180000 0 0 0.005 0 0 0 0 0 0.0126 -0.0474 0.0123 0 220.15 220.14 1191.34 109.96 0 0.3178
1321038000 20111111190000 0 0 0.005 0 0 0 0 0 0.0126 -0.0468 0.0123 0 220.17 220.16 1191.38 109.93 0 0.3178
1321041600 20111111200000 0 0 0.005 0 0 0 0 0 0.0126 -0.0469 0.0123 0 220.18 220.17 1191.43 109.9 0 0.3177
1321045200 20111111210000 0 0 0.005 0 0 0 0 0 0.0126 -0.0469 0.0123 0 220.19 220.18 1191.48 109.87 0 0.3177
1321048800 20111111220000 0 0 0.005 0 0 0 0 0 0.0126 -0.0469 0.0123 0 220.2 220.19 1191.53 109.84 0 0.3176
1321052400 20111111230000 0 0 0.005 0 0 0 0 0 0.0126 -0.0469 0.0123 0 220.22 220.21 1191.57 109.81 0 0.3176
1321056000 20111112000000 0 0 0.0044 0 0 0 0 0 0.0126 -0.0469 0.0123 0 220.23 220.22 1191.62 109.78 0 0.3175
1321059600 20111112010000 0 0 0.0044 0 0 0 0 0 0.0125 -0.0469 0.0122 0 220.24 220.23 1191.67 109.75 0 0.3175
1321063200 20111112020000 0 0 0.0044 0 0 0 0 0 0.0125 -0.0468 0.0122 0 220.25 220.24 1191.72 109.72 0 0.3174
1321066800 20111112030000 0 0 0.0044 0 0 0 0 0 0.0125 -0.0468 0.0122 0 220.27 220.26 1191.76 109.69 0 0.3174
1321070400 20111112040000 0 0 0.0044 0 0 0 0 0 0.0125 -0.0468 0.0122 0 220.28 220.27 1191.81 109.66 0 0.3173
1321074000 20111112050000 0 0 0.0044 0 0 0 0 0 0.0125 -0.0468 0.0122 0 220.29 220.28 1191.86 109.63 0 0.3173
1321077600 20111112060000 0 0 0.0044 0 0 0 0 0 0.0125 -0.0468 0.0122 0 220.3 220.29 1191.9 109.6 0 0.3172
1321081200 20111112070000 0 0.0206 0.0044 0 0 0 0 0.0201 0.0125 -0.0468 0.0122 0 220.34 220.31 1191.95 109.55 0 0.3171
1321084800 20111112080000 0 0.0619 0.0044 0 0 0 0 0.0603 0.0125 -0.143 0.0122 0 220.41 220.34 1192.1 109.46 0 0.3168
1321088400 20111112090000 0 0.1043 0.0044 0 0 0 0 0.1015 0.0125 -0.3101 0.0122 0 220.52 220.43 1192.41 109.33 0 0.3163
1321092000 20111112100000 0 0.1298 0.0044 0 0 0 0 0.1263 0.0125 -0.4634 0.0122 0 220.66 220.55 1192.88 109.17 0 0.3157
1321095600 20111112110000 0 0.1347 0.0044 0 0 0 0 0.1311 0.0124 -0.5413 0.0122 0 220.8 220.69 1193.42 109.01 0 0.3152
1321099200 20111112120000 0 0.1225 0.0044 0 0 0 0 0.1192 0.0124 -0.543 0.0121 0 220.94 220.83 1193.97 108.86 0 0.3146
1321102800 20111112130000 0 0.0898 0.0044 0 0 0 0 0.0874 0.0124 -0.4852 0.0121 0 221.03 220.96 1194.46 108.74 0 0.3142
1321106400 20111112140000 0 0.0328 0.0044 0 0 0 0 0.0319 0.0123 -0.3477 0.012 0 221.08 221.05 1194.81 108.68 0 0.314
1321110000 20111112150000 0 0.0036 0.0044 0 0 0 0 0.0035 0.0123 -0.1182 0.012 0 221.09 221.09 1194.93 108.64 0 0.314
1321113600 20111112160000 0 0 0.0044 0 0 0 0 0 0.0123 -0.0432 0.012 0 221.11 221.1 1194.98 108.61 0 0.3139
1321117200 20111112170000 0 0 0.0044 0 0 0 0 0 0.0123 -0.0465 0.012 0 221.12 221.11 1195.02 108.57 0 0.3139
1321120800 20111112180000 0 0 0.0044 0 0 0 0 0 0.0123 -0.0456 0.012 0 221.13 221.12 1195.07 108.54 0 0.3138
1321124400 20111112190000 0 0 0.0044 0 0 0 0 0 0.0123 -0.0458 0.012 0 221.14 221.13 1195.12 108.51 0 0.3138
1321128000 20111112200000 0 0 0.0044 0 0 0 0 0 0.0123 -0.0458 0.012 0 221.16 221.15 1195.16 108.48 0 0.3137
1321131600 20111112210000 0 0 0.0044 0 0 0 0 0 0.0123 -0.0458 0.012 0 221.17 221.16 1195.21 108.45 0 0.3137
1321135200 20111112220000 0 0 0.0044 0 0 0 0 0 0.0123 -0.0458 0.012 0 221.18 221.17 1195.26 108.41 0 0.3136
1321138800 20111112230000 0 0 0.0044 0 0 0 0 0 0.0123 -0.0457 0.012 0 221.19 221.18 1195.3 108.38 0 0.3136
1321142400 20111113000000 0 0 0.0044 0 0 0 0 0 0.0123 -0.0457 0.012 0 221.2 221.19 1195.35 108.35 0 0.3135
1321146000 20111113010000 0 0 0.0044 0 0 0 0 0 0.0123 -0.0457 0.012 0 221.22 221.21 1195.39 108.32 0 0.3135
1321149600 20111113020000 0 0 0.0044 0 0 0 0 0 0.0123 -0.0457 0.012 0 221.23 221.22 1195.44 108.29 0 0.3134
1321153200 20111113030000 0 0 0.0044 0 0 0 0 0 0.0123 -0.0457 0.012 0 221.24 221.23 1195.49 108.26 0 0.3134
1321156800 20111113040000 0 0 0.0044 0 0 0 0 0 0.0122 -0.0457 0.012 0 221.25 221.24 1195.53 108.23 0 0.3133
1321160400 20111113050000 0 0 0.0044 0 0 0 0 0 0.0122 -0.0457 0.0119 0 221.26 221.25 1195.58 108.2 0 0.3133
1321164000 20111113060000 0 0.0011 0.0044 0 0 0 0 0.0011 0.0122 -0.0457 0.0119 0 221.28 221.27 1195.62 108.17 0 0.3132
1321167600 20111113070000 0 0.0205 0.0044 0 0 0 0 0.0199 0.0122 -0.0508 0.0119 0 221.31 221.28 1195.68 108.12 0 0.3131
1321171200 20111113080000 0 0.033 0.0044 0 0 0 0 0.0321 0.0122 -0.14 0.0119 0 221.35 221.32 1195.82 108.06 0 0.3129
1321174800 20111113090000 0 0.0432 0.0044 0 0 0 0 0.042 0.0122 -0.1744 0.0119 0 221.41 221.36 1195.99 107.99 0 0.3127
1321178400 20111113100000 0 0.0557 0.0044 0 0 0 0 0.0542 0.0122 -0.2127 0.0119 0 221.47 221.42 1196.21 107.91 0 0.3124
1321182000 20111113110000 0 0.0511 0.0044 0 0 0 0 0.0497 0.0122 -0.2607 0.0119 0 221.54 221.49 1196.47 107.83 0 0.3122
1321185600 20111113120000 0 0.042 0.0044 0 0 0 0 0.0409 0.0122 -0.2262 0.0119 0 221.59 221.55 1196.7 107.76 0 0.3119
1321189200 20111113130000 0 0.0295 0.0044 0 0 0 0 0.0287 0.0121 -0.1928 0.0119 0 221.63 221.6 1196.89 107.7 0 0.3118
1321192800 20111113140000 0 0.0193 0.0044 0 0 0 0 0.0188 0.0121 -0.1434 0.0118 0 221.66 221.64 1197.04 107.65 0 0.3116
1321196400 20111113150000 0 0.0045 0.0044 0 0 0 0 0.0044 0.0121 -0.109 0.0118 0 221.68 221.67 1197.15 107.62 0 0.3116
1321200000 20111113160000 0 0 0.0044 0 0 0 0 0 0.0121 -0.0491 0.0118 0 221.69 221.68 1197.2 107.59 0 0.3115
1321203600 20111113170000 0 0 0.0044 0 0 0 0 0 0.0121 -0.0441 0.0118 0 221.7 221.69 1197.24 107.56 0 0.3115
1321207200 20111113180000 0 0 0.0044 0 0 0 0 0 0.0121 -0.0454 0.0118 0 221.71 221.7 1197.29 107.53 0 0.3114
1321210800 20111113190000 0 0 0.0044 0 0 0 0 0 0.0121 -0.0451 0.0118 0 221.72 221.71 1197.34 107.5 0 0.3114
1321214400 20111113200000 0 0 0.0044 0 0 0 0 0 0.0121 -0.0452 0.0118 0 221.74 221.73 1197.38 107.48 0 0.3113
1321218000 20111113210000 0 0 0.0044 0 0 0 0 0 0.0121 -0.0451 0.0118 0 221.75 221.74 1197.43 107.45 0 0.3113
1321221600 20111113220000 0 0 0.0044 0 0 0 0 0 0.0121 -0.0451 0.0118 0 221.76 221.75 1197.47 107.42 0 0.3112
1321225200 20111113230000 0 0 0.0044 0 0 0 0 0 0.0121 -0.0451 0.0118 0 221.77 221.76 1197.52 107.39 0 0.3112
1321228800 20111114000000 0 0 0.0044 0 0 0 0 0 0.0121 -0.0451 0.0118 0 221.78 221.77 1197.56 107.37 0 0.3111
1321232400 20111114010000 0 0 0.0044 0 0 0 0 0 0.0121 -0.0451 0.0118 0 221.79 221.79 1197.61 107.34 0 0.3111
1321236000 20111114020000 0 0 0.0044 0 0 0 0 0 0.0121 -0.0451 0.0118 0 221.81 221.8 1197.65 107.31 0 0.311
1321239600 20111114030000 0 0 0.0044 0 0 0 0 0 0.0121 -0.0451 0.0118 0 221.82 221.81 1197.7 107.29 0 0.311
1321243200 20111114040000 0 0 0.0044 0 0 0 0 0 0.0121 -0.0451 0.0118 0 221.83 221.82 1197.75 107.26 0 0.3109
1321246800 20111114050000 0 0 0.0044 0 0 0 0 0 0.012 -0.045 0.0118 0 221.84 221.83 1197.79 107.23 0 0.3109
1321250400 20111114060000 0 0 0.0044 0 0 0 0 0 0.012 -0.045 0.0118 0 221.85 221.85 1197.84 107.21 0 0.3109
1321254000 20111114070000 0 0.0184 0.0044 0 0 0 0 0.0179 0.012 -0.045 0.0118 0 221.88 221.86 1197.88 107.16 0 0.3107
1321257600 20111114080000 0 0.0682 0.0044 0 0 0 0 0.0663 0.012 -0.1309 0.0118 0 221.96 221.89 1198.01 107.07 0 0.3104
1321261200 20111114090000 0 0.1049 0.0044 0 0 0 0 0.102 0.012 -0.3402 0.0118 0 222.08 221.98 1198.36 106.94 0 0.3099
1321264800 20111114100000 0 0.1233 0.0044 0 0 0 0 0.1199 0.012 -0.4551 0.0117 0 222.21 222.1 1198.82 106.79 0 0.3094
1321268400 20111114110000 0 0.1287 0.0044 0 0 0 0 0.1252 0.012 -0.5098 0.0117 0 222.35 222.24 1199.33 106.64 0 0.3088
1321272000 20111114120000 0 0.1168 0.0044 0 0 0 0 0.1136 0.0119 -0.52 0.0117 0 222.47 222.37 1199.86 106.5 0 0.3083
1321275600 20111114130000 0 0.0898 0.0044 0 0 0 0 0.0873 0.0119 -0.4614 0.0116 0 222.57 222.5 1200.32 106.38 0 0.3079
1321279200 20111114140000 0 0.0422 0.0044 0 0 0 0 0.041 0.0119 -0.3509 0.0116 0 222.62 222.59 1200.68 106.31 0 0.3077
1321282800 20111114150000 0 0.0076 0.0044 0 0 0 0 0.0074 0.0119 -0.1584 0.0116 0 222.64 222.63 1200.84 106.27 0 0.3076
1321286400 20111114160000 0 0 0.0044 0 0 0 0 0 0.0119 -0.0487 0.0115 0 222.65 222.64 1200.89 106.24 0 0.3076
1321290000 20111114170000 0 0 0.0044 0 0 0 0 0 0.0118 -0.0428 0.0115 0 222.66 222.66 1200.93 106.21 0 0.3075
1321293600 20111114180000 0 0 0.0044 0 0 0 0 0 0.0118 -0.0444 0.0115 0 222.68 222.67 1200.98 106.18 0 0.3075
1321297200 20111114190000 0 0 0.0044 0 0 0 0 0 0.0118 -0.0439 0.0115 0 222.69 222.68 1201.02 106.15 0 0.3075
1321300800 20111114200000 0 0 0.0044 0 0 0 0 0 0.0118 -0.0441 0.0115 0 222.7 222.69 1201.06 106.12 0 0.3074
1321304400 20111114210000 0 0 0.0044 0 0 0 0 0 0.0118 -0.044 0.0115 0 222.71 222.7 1201.11 106.09 0 0.3074
1321308000 20111114220000 0 0 0.0044 0 0 0 0 0 0.0118 -0.044 0.0115 0 222.72 222.71 1201.15 106.06 0 0.3073
1321311600 20111114230000 0 0 0.0044 0 0 0 0 0 0.0118 -0.044 0.0115 0 222.73 222.73 1201.2 106.03 0 0.3073
1321315200 20111115000000 0 0 0.0044 0 0 0 0 0 0.0118 -0.044 0.0115 0 222.75 222.74 1201.24 106 0 0.3072
1321318800 20111115010000 0 0 0.0044 0 0 0 0 0 0.0118 -0.044 0.0115 0 222.76 222.75 1201.29 105.97 0 0.3072
1321322400 20111115020000 0 0 0.0044 0 0 0 0 0 0.0118 -0.044 0.0115 0 222.77 222.76 1201.33 105.95 0 0.3071
1321326000 20111115030000 0 0 0.0044 0 0 0 0 0 0.0118 -0.044 0.0115 0 222.78 222.77 1201.38 105.92 0 0.3071
1321329600 20111115040000 0 0 0.0044 0 0 0 0 0 0.0118 -0.0439 0.0115 0 222.79 222.78 1201.42 105.89 0 0.307
1321333200 20111115050000 0 0 0.0044 0 0 0 0 0 0.0118 -0.0439 0.0115 0 222.8 222.8 1201.46 105.86 0 0.307
1321336800 20111115060000 0 0 0.0044 0 0 0 0 0 0.0118 -0.0439 0.0115 0 222.82 222.81 1201.51 105.84 0 0.3069
1321340400 20111115070000 0 0.0059 0.0044 0 0 0 0 0.0057 0.0118 -0.0439 0.0115 0 222.83 222.82 1201.55 105.8 0 0.3069
1321344000 20111115080000 0 0.0222 0.0044 0 0 0 0 0.0216 0.0118 -0.0714 0.0115 0 222.87 222.84 1201.62 105.75 0 0.3067
1321347600 20111115090000 0 0.041 0.0044 0 0 0 0 0.0399 0.0118 -0.14 0.0115 0 222.92 222.87 1201.77 105.69 0 0.3065
1321351200 20111115100000 0 0.0738 0.0044 0 0 0 0 0.0717 0.0117 -0.2092 0.0115 0 223 222.93 1201.98 105.59 0 0.3062
1321354800 20111115110000 0 0.1101 0.005 0 0 0 0 0.107 0.0117 -0.3434 0.0115 0 223.12 223.02 1202.32 105.45 0 0.3057
1321358400 20111115120000 0 0.1148 0.005 0 0 0 0 0.1116 0.0117 -0.4764 0.0114 0 223.24 223.15 1202.81 105.31 0 0.3052
1321362000 20111115130000 0 0.0867 0.0044 0 0 0 0 0.0843 0.0117 -0.4622 0.0114 0 223.34 223.27 1203.27 105.2 0 0.3048
1321365600 20111115140000 0 0.0386 0.005 0 0 0 0 0.0375 0.0116 -0.3347 0.0114 0 223.39 223.36 1203.61 105.13 0 0.3046
1321369200 20111115150000 0 0.007 0.005 0 0 0 0 0.0068 0.0116 -0.1446 0.0113 0 223.41 223.4 1203.76 105.1 0 0.3045
1321372800 20111115160000 0 0 0.005 0 0 0 0 0 0.0116 -0.0485 0.0113 0 223.42 223.41 1203.81 105.07 0 0.3045
1321376400 20111115170000 0 0 0.005 0 0 0 0 0 0.0116 -0.0418 0.0113 0 223.43 223.42 1203.85 105.04 0 0.3044
1321380000 20111115180000 0 0 0.0044 0 0 0 0 0 0.0116 -0.0436 0.0113 0 223.44 223.43 1203.89 105.01 0 0.3044
1321383600 20111115190000 0 0 0.0044 0 0 0 0 0 0.0116 -0.0431 0.0113 0 223.45 223.44 1203.94 104.98 0 0.3043
1321387200 20111115200000 0 0 0.0044 0 0 0 0 0 0.0116 -0.0432 0.0113 0 223.46 223.45 1203.98 104.95 0 0.3043
1321390800 20111115210000 0 0 0.0044 0 0 0 0 0 0.0116 -0.0432 0.0113 0 223.47 223.47 1204.02 104.92 0 0.3043
1321394400 20111115220000 0 0 0.0044 0 0 0 0 0 0.0116 -0.0432 0.0113 0 223.49 223.48 1204.07 104.89 0 0.3042
1321398000 20111115230000 0 0 0.0044 0 0 0 0 0 0.0116 -0.0431 0.0113 0 223.5 223.49 1204.11 104.87 0 0.3042
1321401600 20111116000000 0 0 0.0044 0 0 0 0 0 0.0116 -0.0431 0.0113 0 223.51 223.5 1204.15 104.84 0 0.3041
1321405200 20111116010000 0 0 0.0044 0 0 0 0 0 0.0116 -0.0431 0.0113 0 223.52 223.51 1204.2 104.81 0 0.3041
1321408800 20111116020000 0 0 0.0044 0 0 0 0 0 0.0116 -0.0431 0.0113 0 223.53 223.52 1204.24 104.78 0 0.304
1321412400 20111116030000 0 0 0.0044 0 0 0 0 0 0.0116 -0.0431 0.0113 0 223.54 223.53 1204.28 104.76 0 0.304
1321416000 20111116040000 0 0 0.0044 0 0 0 0 0 0.0116 -0.0431 0.0113 0 223.55 223.55 1204.33 104.73 0 0.3039
1321419600 20111116050000 0 0 0.0044 0 0 0 0 0 0.0116 -0.0431 0.0113 0 223.57 223.56 1204.37 104.7 0 0.3039
1321423200 20111116060000 0 0 0.0044 0 0 0 0 0 0.0115 -0.0431 0.0113 0 223.58 223.57 1204.41 104.68 0 0.3038
1321426800 20111116070000 0 0.0149 0.0044 0 0 0 0 0.0145 0.0115 -0.0431 0.0113 0 223.6 223.58 1204.46 104.64 0 0.3037
1321430400 20111116080000 0 0.0469 0.0044 0 0 0 0 0.0456 0.0115 -0.1125 0.0113 0 223.66 223.61 1204.57 104.56 0 0.3035
1321434000 20111116090000 0 0.0885 0.0044 0 0 0 0 0.086 0.0115 -0.2429 0.0113 0 223.76 223.67 1204.82 104.45 0 0.3031
1321437600 20111116100000 0 0.1108 0.0044 0 0 0 0 0.1077 0.0115 -0.4015 0.0113 0 223.88 223.78 1205.22 104.32 0 0.3026
1321441200 20111116110000 0 0.1183 0.0039 0 0 0 0 0.1149 0.0115 -0.4624 0.0112 0 224 223.9 1205.69 104.17 0 0.3021
1321444800 20111116120000 0 0.1055 0.0039 0 0 0 0 0.1025 0.0114 -0.4807 0.0112 0 224.12 224.03 1206.18 104.04 0 0.3016
