month   day     year    Rhine   Meuse   Rietholzbach    Hupsel  
8	1	1990	1331	142	2.25E-02	0.251
9	1	1990	1306	131	2.28E-02	0.252
10	1	1990	1275	111	2.35E-02	0.28
11	1	1990	1240	123	2.35E-02	0.277
12	1	1990	1211	106	2.26E-02	0.247
13	1	1990	1191	111	2.24E-02	0.24
14	1	1990	1165	104	2.16E-02	0.288
15	1	1990	1162	113	2.03E-02	0.329
16	1	1990	1160	96	1.94E-02	0.472
17	1	1990	1147	110	1.88E-02	0.564
18	1	1990	1136	123	1.79E-02	0.404
19	1	1990	1129	119	1.83E-02	0.353
20	1	1990	1131	128	1.62E-02	0.436
21	1	1990	1149	144	2.17E-02	0.474
22	1	1990	1128	167	2.11E-02	0.558
23	1	1990	1150	144	1.73E-02	0.68
24	1	1990	1239	503	1.70E-02	2.321
25	1	1990	1507	780	6.93E-01	3.043
26	1	1990	1930	977	9.67E-02	2.496
27	1	1990	2513	929	1.07E-01	1.705
28	1	1990	3083	825	5.90E-02	1.341
29	1	1990	3138	701	5.05E-02	0.968
30	1	1990	2935	567	4.30E-02	0.822
31	1	1990	2641	458	3.37E-02	0.689
1	2	1990	2377	389	2.82E-02	0.554
2	2	1990	2155	395	2.56E-02	0.655
3	2	1990	1973	368	8.87E-02	0.835
4	2	1990	1832	360	7.65E-02	1.144
5	2	1990	1754	301	4.68E-02	0.888
6	2	1990	1728	286	3.88E-02	0.723
7	2	1990	1684	279	3.44E-02	0.625
8	2	1990	1612	279	3.10E-02	0.875
9	2	1990	1515	218	3.07E-02	0.913
10	2	1990	1464	213	2.81E-02	0.842
11	2	1990	1395	256	3.26E-02	1.532
12	2	1990	1393	365	5.68E-02	2.415
13	2	1990	1532	464	4.16E-02	2.463
14	2	1990	1845	644	5.69E-01	2.917
15	2	1990	2141	998	1.99E+00	3.243
16	2	1990	2832	1428	6.54E-01	3.008
17	2	1990	4111	1140	2.64E-01	1.817
18	2	1990	5679	976	2.38E-01	2.164
19	2	1990	6776	825	1.54E-01	2.514
20	2	1990	7028	705	1.13E-01	1.606
21	2	1990	6258	728	8.97E-02	1.211
22	2	1990	5319	716	7.00E-02	0.923
23	2	1990	4558	626	6.12E-02	0.815
24	2	1990	3905	558	5.12E-02	0.752
25	2	1990	3428	445	5.00E-02	0.708
26	2	1990	3138	434	4.52E-02	1.705
27	2	1990	3017	555	8.36E-01	2.815
28	2	1990	3114	799	4.48E-01	4.764
1	3	1990	3760	986	8.86E-01	12.56
2	3	1990	4808	970	3.23E-01	5.836
3	3	1990	5788	876	1.85E-01	3.6
4	3	1990	6188	790	1.66E-01	2.532
5	3	1990	5880	700	1.49E-01	2.027
6	3	1990	5367	606	1.03E-01	1.823
7	3	1990	4845	536	9.44E-02	1.516
8	3	1990	4267	525	7.20E-02	1.294
9	3	1990	3796	486	6.16E-02	1.092
10	3	1990	3441	398	5.15E-02	1.17
11	3	1990	3165	386	4.78E-02	1.171
12	3	1990	2925	306	4.33E-02	0.89
13	3	1990	2740	278	3.88E-02	0.749
14	3	1990	2574	261	3.56E-02	0.68
15	3	1990	2429	232	8.28E-02	0.598
16	3	1990	2302	221	5.04E-02	0.538
17	3	1990	2177	201	4.22E-02	0.487
18	3	1990	2074	226	3.83E-02	0.44
19	3	1990	2013	183	3.31E-02	0.405
20	3	1990	1970	174	3.06E-02	0.44
21	3	1990	1917	176	3.06E-02	0.443
22	3	1990	1856	163	2.59E-02	0.414
23	3	1990	1819	165	3.34E-02	0.383
24	3	1990	1785	155	7.53E-02	0.36
25	3	1990	1728	188	4.79E-02	0.558
26	3	1990	1699	163	6.76E-02	0.75
27	3	1990	1716	173	6.55E-02	0.566
28	3	1990	1726	166	7.19E-02	0.454
29	3	1990	1684	151	1.36E-01	0.351
30	3	1990	1667	128	2.04E-01	0.299
31	3	1990	1677	134	4.74E-01	0.279
1	4	1990	1711	154	2.11E-01	0.282
2	4	1990	1730	120	1.30E-01	0.294
3	4	1990	1719	124	9.52E-02	0.277
4	4	1990	1677	127	1.86E-01	0.253
5	4	1990	1681	143	8.69E-02	0.238
6	4	1990	1672	118	7.12E-02	0.229
7	4	1990	1638	121	6.17E-02	0.205
8	4	1990	1572	138	1.17E-01	0.177
9	4	1990	1515	93	9.51E-02	0.166
10	4	1990	1485	97	7.45E-02	0.172
11	4	1990	1471	98	6.37E-02	0.203
12	4	1990	1458	99	1.31E-01	0.179
13	4	1990	1439	88	1.23E-01	0.178
14	4	1990	1431	106	8.99E-02	0.178
15	4	1990	1439	154	7.54E-02	0.357
16	4	1990	1497	172	2.58E-01	0.462
17	4	1990	1523	162	2.07E-01	0.556
18	4	1990	1570	151	1.44E-01	0.62
19	4	1990	1613	132	1.47E-01	0.733
20	4	1990	1655	153	1.12E-01	0.58
21	4	1990	1671	189	8.59E-02	0.548
22	4	1990	1692	193	7.04E-02	0.424
23	4	1990	1680	170	7.29E-02	0.334
24	4	1990	1653	180	7.30E-02	0.284
25	4	1990	1606	162	6.23E-02	0.247
26	4	1990	1568	144	5.27E-02	0.217
27	4	1990	1633	157	6.08E-02	0.228
28	4	1990	1729	147	5.08E-02	0.195
29	4	1990	1726	146	4.82E-02	0.177
30	4	1990	1684	116	4.16E-02	0.165
1	5	1990	1631	130	3.70E-02	0.15
2	5	1990	1568	100	3.28E-02	0.133
3	5	1990	1502	80	2.96E-02	0.118
4	5	1990	1420	77	2.70E-02	0.11
5	5	1990	1362	81	2.52E-02	0.107
6	5	1990	1320	100	2.31E-02	0.103
7	5	1990	1306	67	3.59E-02	0.103
8	5	1990	1312	87	2.23E-02	0.191
9	5	1990	1310	73	2.25E-02	0.17
10	5	1990	1320	79	2.00E-02	0.153
11	5	1990	1387	105	2.77E-01	0.159
12	5	1990	1484	121	2.69E-01	0.242
13	5	1990	1487	109	6.73E-02	0.604
14	5	1990	1491	81	5.28E-02	0.565
15	5	1990	1525	71	5.23E-02	0.407
16	5	1990	1519	53	4.34E-02	0.328
17	5	1990	1484	64	3.37E-02	0.265
18	5	1990	1426	54	2.94E-02	0.196
19	5	1990	1422	66	2.64E-02	0.158
20	5	1990	1408	42	2.36E-02	0.132
21	5	1990	1395	40	2.11E-02	0.117
22	5	1990	1400	43	2.22E-02	0.104
23	5	1990	1380	30	1.91E-02	0.095
24	5	1990	1387	63	1.73E-02	0.089
25	5	1990	1399	52	2.53E-02	0.087
26	5	1990	1442	39	2.34E-01	0.08
27	5	1990	1442	50	9.50E-02	0.078
28	5	1990	1464	50	6.13E-02	0.078
29	5	1990	1537	20	4.87E-02	0.076
30	5	1990	1667	28	4.03E-02	0.076
31	5	1990	1668	29	3.46E-02	0.076
1	6	1990	1572	36	3.06E-02	0.075
2	6	1990	1519	56	2.75E-02	0.084
3	6	1990	1506	56	5.60E-02	0.081
4	6	1990	1507	70	3.55E-02	0.097
5	6	1990	1495	56	1.67E-01	0.095
6	6	1990	1483	31	1.36E-01	0.089
7	6	1990	1492	46	1.09E-01	0.089
8	6	1990	1480	52	1.35E-01	0.084
9	6	1990	1542	80	2.96E-01	0.084
10	6	1990	1608	86	2.27E-01	0.095
11	6	1990	1685	70	2.45E-01	0.098
12	6	1990	1783	39	1.35E-01	0.096
13	6	1990	1890	36	2.44E-01	0.087
14	6	1990	1961	19	2.30E-01	0.077
15	6	1990	1984	28	3.45E-01	0.076
16	6	1990	1989	38	1.34E-01	0.069
17	6	1990	1995	61	9.58E-02	0.066
18	6	1990	2007	40	7.26E-02	0.061
19	6	1990	1990	16	6.35E-02	0.057
20	6	1990	1935	28	4.87E-02	0.058
21	6	1990	1913	34	1.75E-01	0.059
22	6	1990	1912	15	6.40E-02	0.064
23	6	1990	1911	50	6.04E-02	0.066
24	6	1990	1914	66	5.58E-02	0.064
25	6	1990	2011	36	4.39E-02	0.058
26	6	1990	2032	13	3.67E-02	0.054
27	6	1990	1962	60	3.20E-02	0.075
28	6	1990	1913	109	7.36E-02	0.064
29	6	1990	1892	73	3.83E-02	0.055
30	6	1990	1853	102	2.25E-01	0.057
1	7	1990	1980	149	4.76E-01	0.071
2	7	1990	2013	75	1.37E-01	0.086
3	7	1990	2035	74	7.91E-02	0.066
4	7	1990	2066	57	2.96E-01	0.058
5	7	1990	2122	37	1.07E-01	0.063
6	7	1990	2168	94	4.26E-01	0.066
7	7	1990	2210	93	1.76E-01	0.066
8	7	1990	2299	130	1.87E-01	0.067
9	7	1990	2445	98	1.43E-01	0.064
10	7	1990	2540	102	1.19E-01	0.075
11	7	1990	2629	102	8.07E-02	0.066
12	7	1990	2612	68	6.19E-02	0.056
13	7	1990	2543	49	5.06E-02	0.049
14	7	1990	2436	56	4.25E-02	0.048
15	7	1990	2314	64	3.88E-02	0.046
16	7	1990	2207	35	3.32E-02	0.046
17	7	1990	2137	36	2.87E-02	0.046
18	7	1990	2052	19	2.62E-02	0.044
19	7	1990	1958	32	2.37E-02	0.041
20	7	1990	1881	20	2.05E-02	0.04
21	7	1990	1822	35	1.82E-02	0.038
22	7	1990	1755	47	1.75E-02	0.037
23	7	1990	1684	30	1.60E-02	0.034
24	7	1990	1605	14	1.44E-02	0.034
25	7	1990	1534	14	1.31E-02	0.034
26	7	1990	1493	30	1.16E-02	0.032
27	7	1990	1461	18	1.07E-02	0.03
28	7	1990	1408	18	9.07E-03	0.028
29	7	1990	1366	34	9.41E-03	0.033
30	7	1990	1361	25	9.53E-03	0.03
31	7	1990	1325	11	2.66E-02	0.026
1	8	1990	1287	12	1.06E-02	0.025
2	8	1990	1253	9	8.85E-03	0.022
3	8	1990	1282	12	7.57E-03	0.021
4	8	1990	1299	11	6.82E-03	0.021
5	8	1990	1261	31	6.55E-03	0.021
6	8	1990	1219	14	6.28E-03	0.026
7	8	1990	1195	11	1.93E-02	0.024
8	8	1990	1160	10	1.08E-02	0.021
9	8	1990	1133	9	8.39E-03	0.02
10	8	1990	1126	9	7.04E-03	0.019
11	8	1990	1115	11	6.01E-03	0.019
12	8	1990	1107	12	4.78E-03	0.015
13	8	1990	1091	18	4.33E-03	0.015
14	8	1990	1082	10	4.25E-03	0.014
15	8	1990	1074	12	6.80E-03	0.014
16	8	1990	1077	53	4.91E-03	0.014
17	8	1990	1134	15	2.34E-02	0.014
18	8	1990	1159	33	6.97E-03	0.023
19	8	1990	1172	63	5.24E-03	0.027
20	8	1990	1199	39	4.33E-03	0.099
21	8	1990	1202	30	3.81E-03	0.062
22	8	1990	1161	11	3.91E-03	0.042
23	8	1990	1131	14	3.55E-03	0.038
24	8	1990	1115	10	4.17E-03	0.033
25	8	1990	1078	12	3.86E-03	0.032
